H211080571,1_NGS95
H211080572,1_NGS95
H211080573,1_NGS95
H203780590,1_NGS96
H210880654,1_NGS96
H211080109,1_NGS96
H211100184,1_NGS96
H211100185,1_NGS96
H211120729,1_NGS96
H211120730,1_NGS96
H211120731,1_NGS96
H211120732,1_NGS96
H211140559,1_NGS96
H211140562,1_NGS96
H211140563,1_NGS96
H211140564,1_NGS96
H211140566.1_NGS96,
H211140566.2_NGS96,
H211140568,1_NGS96
H211140635,1_NGS96
H211140804,1_NGS96
H211160489,1_NGS96
H211200490,1_NGS96
H211200491,1_NGS96
H211200492,1_NGS96
H211220510,1_NGS96
H211220511,1_NGS96
H211220513,1_NGS96
H211240163,1_NGS96
H211240165,1_NGS96
H211241127,1_NGS96
H211241128,1_NGS96
H211241521,1_NGS96
H211260841,1_NGS96
H211260843,1_NGS96
H211280817,1_NGS96
H211280818,1_NGS96
H211280819,1_NGS96
H211280820,1_NGS96
H211360671,1_NGS96
H211360791,1_NGS96
H211360921,1_NGS96
H211361096,1_NGS96
H211361097,1_NGS96
H211361171,1_NGS96
H211420369,1_NGS97
H211420370,1_NGS97
H211420371,1_NGS97
H211420372,1_NGS97
H211420373,1_NGS97
H211420374,1_NGS97
H211420375,1_NGS97
H211420376,1_NGS97
H211440767,1_NGS97
H211440768,1_NGS97
H211440769,1_NGS97
H211440770,1_NGS97
H211460729,1_NGS97
H211480307,1_NGS97
H211480619,1_NGS97
H211480620,1_NGS97
H211480621,1_NGS97
H211480623,1_NGS97
H211480624,1_NGS97
H211480625,1_NGS97
H211480669,1_NGS97
H211500319,1_NGS97
H211500410,1_NGS97
H211500411,1_NGS97
H211520034,1_NGS97
H211520035,1_NGS97
H211520036,1_NGS97
H211520037,1_NGS97
H211520038,1_NGS97
H211520039,1_NGS97
H211520041,1_NGS97
H211520042,1_NGS97
H211520043,1_NGS97
H211520052,1_NGS97
H211520425,1_NGS97
H211520426,1_NGS97
H211520427,1_NGS97
H211520428,1_NGS97
H211520429,1_NGS97
H211520430,1_NGS97
H211520431,1_NGS97
H211520432,1_NGS97
H211520433,1_NGS97
H211520434,1_NGS97
H211520435,1_NGS97
H211520437,1_NGS97
H211520438,1_NGS97
H211520439,1_NGS97
H211520441,1_NGS97
H211520812,1_NGS97
H211520813,1_NGS97
H211520436,1_NGS98
H211520814,1_NGS98
H211520815,1_NGS98
H211520816,1_NGS98
H211520817,1_NGS98
H211520860,1_NGS98
H211520861,1_NGS98
H211540709,1_NGS98
H211560070,1_NGS98
H211560508,1_NGS98
H211560511,1_NGS98
H211560512,1_NGS98
H211560513,1_NGS98
H211580351,1_NGS98
H211580607,1_NGS98
H211580719,1_NGS98
H211600485,1_NGS98
H211600486,1_NGS98
H211620703,1_NGS98
H211620704,1_NGS98
H211640521,1_NGS98
H211680167,1_NGS98
H211680168,1_NGS98
H211680169,1_NGS98
H211680170,1_NGS98
H211680171,1_NGS98
H211680172,1_NGS98
H211680173,1_NGS98
H211680174,1_NGS98
H211680175,1_NGS98
H211680177,1_NGS98
H211680178,1_NGS98
H211680601,1_NGS98
H211700038,1_NGS98
H211700039,1_NGS98
H211700056,1_NGS98
H211700057,1_NGS98
H211700067,1_NGS98
H211700449,1_NGS98
H211720147,1_NGS98
H211740235,1_NGS98
H211740540,1_NGS98
H211740541,1_NGS98
H211740542,1_NGS98
H211740543,1_NGS98
H211740545,1_NGS98
H211740546,1_NGS98
H211740642,1_NGS98
H211740643,1_NGS98
H211740644,1_NGS98
H211740753,1_NGS98
H211760658,1_NGS98
H211760659,1_NGS98
H211760660,1_NGS98
H211540708,1_NGS99
H211560515,1_NGS99
H211700039,1_NGS99
H211820258,1_NGS99
H211820288,1_NGS99
H211841102,1_NGS99
H211841103,1_NGS99
H211841104,1_NGS99
H211860221,1_NGS99
H211860222,1_NGS99
H211860904,1_NGS99
H211860905,1_NGS99
H211860906,1_NGS99
H211860907,1_NGS99
H211860908,1_NGS99
H211860909,1_NGS99
H211860910,1_NGS99
H211860911,1_NGS99
H211880094,1_NGS99
H211880856,1_NGS99
H211880857,1_NGS99
H211900002,1_NGS99
H211900006,1_NGS99
H211900485,1_NGS99
H211900486,1_NGS99
H211921020,1_NGS99
H211921022,1_NGS99
H211921025,1_NGS99
H211921029,1_NGS99
H211921167,1_NGS99
H211940943,1_NGS99
H211940944,1_NGS99
H211940945,1_NGS99
H211940946,1_NGS99
H211940961,1_NGS99
H211960671,1_NGS99
H211960673,1_NGS99
H211960674,1_NGS99
